Global Moran's I value is: 718598.1576. It is positive, significantly at 0.01 level.
O, D, V, MoranI, p-value, pattern
24, 32, 991.1226343, 127.33611141354974, 0.352, NS
1, 23, 1285.805614, 988.4293690912658, 0.021, HH
24, 33, 1210.962032, 465.0492324902904, 0.071, NS
12, 23, 607.1284846, -124.64545848081754, 0.427, NS
30, 7, 1260.108391, 785.3879924257351, 0.007, HH
23, 4, 1270.556704, 145.1754990748786, 0.419, NS
22, 27, 764.719202, -290.5161124888296, 0.155, NS
11, 30, 839.162702, 92.07017294492879, 0.531, NS
1, 16, 1141.644043, 76.5590308610945, 0.564, NS
37, 3, 969.1001141, 72.22174534274393, 0.63, NS
18, 19, 1099.526336, 234.31263661660913, 0.229, NS
9, 18, 878.7184522, -51.50654092021032, 0.603, NS
27, 16, 998.1510111, 186.1173965996252, 0.246, NS
27, 11, 868.3094824, -40.02010349766744, 0.669, NS
3, 22, 1182.272765, -57.90188502764591, 0.59, NS
33, 34, 1206.332136, 493.5377193000593, 0.073, NS
15, 14, 1109.003274, -207.2707258776892, 0.206, NS
17, 36, 1275.547529, 392.1638082184425, 0.132, NS
19, 37, 924.7047794, 8.366103334529665, 0.886, NS
27, 34, 864.249672, -73.34611732971312, 0.551, NS
3, 34, 866.5782409, -103.38892982021518, 0.499, NS
37, 28, 1026.670054, 220.4086879663878, 0.285, NS
6, 22, 1277.028344, 731.8974933424549, 0.009, HH
21, 17, 812.2508587, 140.59377143559988, 0.36, NS
33, 21, 851.4322129, -49.97631173894887, 0.695, NS
2, 22, 990.8835368, 68.99402178682539, 0.59, NS
31, 6, 876.2333159, -60.95447476972721, 0.622, NS
20, 12, 631.7188049, 88.37378266757946, 0.504, NS
25, 23, 1144.582971, 557.8907391680644, 0.074, NS
29, 4, 656.1866149, -362.82857893771137, 0.161, NS
31, 31, 767.0544152, -257.8803611754624, 0.19, NS
31, 23, 958.629427, 60.979852987846236, 0.667, NS
25, 24, 954.205001, 129.3532099226712, 0.507, NS
9, 23, 928.0253031, 19.139562326417717, 0.833, NS
23, 33, 1014.397218, 191.45885105362106, 0.333, NS
27, 21, 819.9890655, -66.99559560862387, 0.566, NS
22, 17, 1009.434016, 102.70269580595996, 0.447, NS
4, 27, 890.7741415, 21.619417830531965, 0.819, NS
4, 5, 1030.730065, 307.8581557150128, 0.277, NS
2, 20, 1180.690771, 241.8182862072723, 0.286, NS
28, 31, 1074.395992, 473.05296410337087, 0.039, HH
33, 19, 1042.864838, 124.14230725760024, 0.468, NS
35, 21, 907.4500693, -0.22237519384783636, 0.996, NS
36, 21, 861.9104138, 27.08870714980625, 0.751, NS
36, 22, 608.6624594, -133.64450210269675, 0.336, NS
18, 35, 646.201738, -690.5656490596265, 0.015, LH
33, 18, 775.0406533, -228.7763025273319, 0.238, NS
12, 4, 891.8300634, -17.620596542546092, 0.822, NS
20, 5, 886.9731831, -66.48283309410533, 0.63, NS
33, 27, 1253.525828, 923.8551694281373, 0.005, HH
35, 14, 1284.082656, 608.5739898877662, 0.045, HH
26, 6, 835.7904523, 27.005691553967207, 0.801, NS
25, 35, 865.6436035, -12.487538345604742, 0.884, NS
5, 24, 1576.945943, 1663.48922511213, 0.003, HH
11, 25, 653.0244881, -375.05171863120415, 0.108, NS
15, 37, 755.1942919, 84.0500277012084, 0.468, NS
3, 5, 942.2013048, 74.98437685295036, 0.621, NS
22, 2, 788.4819547, -134.45086006057437, 0.378, NS
26, 7, 894.6922395, -25.285518406865396, 0.788, NS
11, 35, 1248.279327, 571.3202640361683, 0.033, HH
31, 1, 1331.716601, 791.5504645918702, 0.004, HH
15, 22, 1307.754232, 25.231930276720405, 0.733, NS
13, 34, 788.6034198, -379.11056000004487, 0.108, NS
22, 37, 910.4445742, 3.0551290375258553, 0.952, NS
32, 3, 1006.361749, -7.120306748660416, 0.919, NS
20, 19, 980.4005042, 116.95881633847617, 0.446, NS
4, 23, 1070.157295, 164.94715087548337, 0.44, NS
24, 21, 1211.009918, 494.1507825002043, 0.051, NS
36, 25, 883.5292024, -70.40327725623158, 0.576, NS
6, 32, 1208.816396, 561.3532127876488, 0.022, HH
20, 23, 843.0268603, -86.32287115901686, 0.574, NS
20, 31, 1094.565482, 393.13899804086964, 0.102, NS
9, 32, 1018.8489, 230.41276213567895, 0.172, NS
35, 11, 1171.134799, 454.58416404396024, 0.085, NS
1, 22, 805.3800579, 25.196336371288574, 0.785, NS
35, 34, 1411.514397, 1247.166188021765, 0.007, HH
31, 24, 532.0357575, -916.4632337639133, 0.024, LH
10, 12, 852.7396956, 40.42099584802568, 0.645, NS
16, 6, 1333.136556, 1184.4420509318895, 0.003, HH
31, 16, 865.8002025, -77.87957646289557, 0.528, NS
37, 7, 602.0383188, -670.1976660813876, 0.029, LH
34, 23, 665.9829251, -514.6827826712389, 0.062, NS
34, 11, 1075.417325, 52.73070770072367, 0.625, NS
20, 4, 665.4190798, -488.6562745653017, 0.094, NS
13, 11, 985.0334521, -68.8925839740334, 0.542, NS
24, 11, 1096.31821, 393.10707816115644, 0.055, NS
17, 11, 942.344433, -34.752130922910695, 0.684, NS
19, 6, 1011.985107, 218.22275800700965, 0.215, NS
16, 13, 1211.567784, 409.3426980795699, 0.077, NS
11, 12, 1365.736667, 421.51310747079884, 0.05, HH
17, 34, 1219.774678, 703.5546996098706, 0.016, HH
25, 5, 766.1482385, -48.53629856028644, 0.711, NS
9, 3, 1255.451559, 522.5451445971554, 0.049, HH
21, 37, 1103.096828, -383.8706549484765, 0.1, NS
17, 22, 1344.211093, -269.6060613813575, 0.165, NS
31, 36, 1083.266358, 227.71090800987255, 0.317, NS
5, 13, 800.4836806, -178.40704435138016, 0.337, NS
20, 27, 1223.767211, -332.03668150607695, 0.117, NS
34, 12, 945.6470039, -4.776503702640356, 0.938, NS
17, 19, 1293.478837, 540.9304045679182, 0.049, HH
37, 24, 737.245036, -258.5265407310127, 0.307, NS
25, 36, 1088.532591, 189.92468513405032, 0.368, NS
21, 19, 986.8174413, 50.803492460449036, 0.678, NS
18, 33, 965.1203603, 56.96717820545007, 0.619, NS
32, 33, 1121.191855, 244.58378144123728, 0.208, NS
1, 27, 1290.157704, -196.2682150705773, 0.274, NS
6, 29, 651.6233604, -27.300466001966043, 0.757, NS
6, 17, 995.4578596, 41.29177004613168, 0.684, NS
5, 33, 659.1187833, -574.9787871551373, 0.086, NS
24, 31, 1330.913401, 642.6294254866478, 0.01, HH
35, 6, 1287.579417, 1216.7908817269179, 0.005, HH
12, 6, 1035.129022, 366.5880436888092, 0.112, NS
16, 30, 968.5380792, 52.429429635548, 0.707, NS
27, 26, 884.4016079, -26.96904319860113, 0.761, NS
33, 2, 984.7631025, 86.37798007281553, 0.527, NS
16, 35, 1020.823532, 306.41047788025566, 0.197, NS
5, 7, 1130.884169, 165.00198859757765, 0.37, NS
15, 10, 1346.52832, -456.72930317606017, 0.04, HH
5, 27, 853.5218848, -70.94208629087974, 0.621, NS
25, 16, 1008.67703, 200.41572105285246, 0.269, NS
2, 30, 1408.70291, 765.7432686211474, 0.056, NS
2, 8, 776.1468797, -196.02646887550935, 0.34, NS
28, 22, 895.5566925, -8.205895627566084, 0.902, NS
6, 12, 622.8337896, -296.7430505017417, 0.108, NS
12, 16, 1177.023484, 383.5059303589013, 0.072, NS
6, 8, 753.0482085, 72.39826452029965, 0.555, NS
15, 12, 957.7454766, 27.036252574333687, 0.737, NS
36, 9, 884.2078773, 3.726342807099474, 0.934, NS
26, 1, 746.8541152, 299.36239492517467, 0.16, NS
22, 31, 829.5404016, -92.84879891938823, 0.489, NS
26, 19, 1125.95781, 575.9386539040146, 0.066, NS
25, 37, 1020.063603, 227.58266752809928, 0.226, NS
33, 35, 927.6608053, 27.406472091852063, 0.773, NS
19, 28, 803.3038381, -159.16810087870093, 0.282, NS
18, 4, 822.7742812, -198.95310806905255, 0.256, NS
10, 28, 1290.628601, 272.65523526741185, 0.158, NS
10, 16, 1152.329131, 28.990600084691113, 0.732, NS
8, 28, 1420.458058, 431.8731195248704, 0.098, NS
18, 36, 721.6195212, -228.0462005796982, 0.278, NS
31, 28, 861.6771607, -108.40096783546595, 0.437, NS
36, 26, 1050.888478, 392.35997569628427, 0.099, NS
26, 31, 1250.45034, 869.8493113569485, 0.005, HH
35, 31, 1049.695794, 346.5573477431846, 0.136, NS
22, 32, 1021.881119, 169.01868165780994, 0.312, NS
25, 4, 713.2715515, -92.07834662129197, 0.554, NS
14, 5, 1271.180864, 840.9281511942621, 0.01, HH
11, 7, 975.3216754, 104.1119064679925, 0.403, NS
32, 16, 991.2509142, 69.96834484295265, 0.503, NS
33, 3, 960.4283191, 57.89908113162672, 0.664, NS
24, 10, 865.1339766, -58.429404103189825, 0.572, NS
23, 10, 1478.875039, 1042.2627514553187, 0.002, HH
10, 25, 847.9444624, -48.834755983282555, 0.662, NS
17, 28, 819.4563691, 21.45509873624247, 0.798, NS
16, 3, 1080.773654, 161.7384388865924, 0.373, NS
5, 1, 1116.519905, 369.2119425190137, 0.135, NS
24, 6, 844.6288591, -67.79940666725201, 0.577, NS
29, 7, 969.7063977, 162.63652557688363, 0.323, NS
24, 19, 1187.197653, 455.16732502596625, 0.071, NS
12, 1, 981.1563043, 119.02343173458229, 0.385, NS
31, 35, 713.3379027, -65.20887371106498, 0.599, NS
32, 11, 922.4138443, 2.2858101000871196, 0.958, NS
34, 5, 1293.331817, 741.0242614015145, 0.013, HH
12, 18, 705.1856462, -408.314841215934, 0.051, NS
28, 6, 973.5911099, -121.65864049110039, 0.411, NS
29, 31, 1059.074609, 445.6520048007449, 0.073, NS
24, 36, 1228.512223, 545.083492378734, 0.056, NS
13, 33, 590.0058947, -404.61256522475617, 0.099, NS
1, 7, 784.3352671, -189.34765177554053, 0.295, NS
6, 19, 1184.888901, 830.3379441935459, 0.009, HH
20, 16, 1055.659502, 42.65690024361217, 0.656, NS
27, 15, 1146.704608, 78.87671739216283, 0.556, NS
28, 5, 1190.722606, 744.2361957199815, 0.029, HH
17, 23, 801.1295026, -193.78283297515014, 0.325, NS
24, 14, 475.6401515, -801.1985869066385, 0.001, LH
2, 15, 866.1996294, -60.03395978861739, 0.648, NS
36, 29, 1417.150822, -27.179643643779528, 0.738, NS
26, 30, 1022.979391, -203.0308410669416, 0.348, NS
14, 27, 853.7235285, 79.61231158503692, 0.487, NS
15, 33, 1046.313091, 184.30284315695937, 0.289, NS
31, 29, 1148.151795, 738.6938537911667, 0.011, HH
12, 32, 1411.14461, 840.7162704435063, 0.003, HH
36, 4, 970.1054005, 144.80244785435406, 0.376, NS
24, 20, 1455.928328, 653.086546611316, 0.025, HH
12, 30, 1019.892036, 282.2893221764935, 0.213, NS
14, 7, 951.3671979, 108.45714684298221, 0.404, NS
5, 16, 1543.733416, 1675.214847984206, 0.0, HH
22, 12, 941.5124013, 44.24119511339295, 0.698, NS
24, 37, 727.8223308, -394.2483458504169, 0.048, LH
36, 14, 1122.459488, -248.99732994992291, 0.151, NS
22, 1, 1252.572291, 432.00978594128446, 0.077, NS
11, 23, 868.6160893, -88.71860925861228, 0.525, NS
5, 35, 1067.824501, 235.39193905819835, 0.286, NS
17, 25, 708.0954356, -220.5910112883199, 0.28, NS
37, 20, 1017.16258, 127.94979706787095, 0.474, NS
26, 36, 1348.335197, 965.1847197083083, 0.012, HH
36, 30, 660.8051317, 546.6328668218541, 0.065, NS
12, 17, 583.215246, -668.7532597919692, 0.008, LH
2, 17, 933.1130302, 34.08892422131773, 0.761, NS
14, 34, 989.2210653, 251.14813890114957, 0.224, NS
22, 24, 1081.164663, 234.6339226401264, 0.294, NS
13, 6, 1094.801606, -468.5309130572872, 0.076, NS
37, 16, 865.3348625, -27.752539357094065, 0.789, NS
31, 27, 1059.899169, 250.5619465137025, 0.202, NS
33, 26, 1129.724951, 424.09036488582905, 0.125, NS
26, 23, 907.9032659, 0.39960015917768216, 0.995, NS
16, 1, 621.446844, -371.34346970441743, 0.118, NS
16, 26, 776.488547, -197.06105850313608, 0.331, NS
21, 15, 683.5251254, 556.8120236638863, 0.067, NS
6, 36, 838.960244, -123.73088472801642, 0.445, NS
11, 2, 785.4196938, -17.827913500230213, 0.808, NS
25, 25, 1243.727076, 502.6152485347876, 0.095, NS
6, 9, 1012.930139, 4.50713060702159, 0.942, NS
5, 12, 1136.553174, 502.2975749298845, 0.071, NS
19, 15, 950.6736185, 3.5628772336206063, 0.955, NS
2, 12, 747.7370135, -336.5865225231454, 0.149, NS
24, 24, 1100.17415, 465.2768809096091, 0.089, NS
18, 5, 741.444239, -481.81948036846313, 0.074, NS
29, 5, 1054.2117, 301.6626456111123, 0.238, NS
27, 6, 888.4096741, -17.019573238749377, 0.829, NS
10, 7, 1108.570962, 469.6068370255096, 0.047, HH
7, 34, 1205.439315, 746.8527157152137, 0.016, HH
24, 27, 956.8630618, 38.67904931448897, 0.706, NS
35, 20, 1122.367754, 380.17337030186957, 0.198, NS
12, 15, 1050.401379, 483.77429848534916, 0.067, NS
33, 36, 873.1736136, -73.28401374944471, 0.634, NS
4, 19, 840.7296579, -139.8695983519144, 0.455, NS
31, 4, 1289.620685, 751.7347511714414, 0.024, HH
11, 8, 654.7960439, 9.963637024051016, 0.905, NS
3, 23, 933.7687631, 59.04088365364376, 0.66, NS
25, 7, 1051.723826, 50.748675107991545, 0.639, NS
14, 22, 1226.785066, -168.66955912106624, 0.291, NS
1, 33, 846.6901795, -78.07215297625984, 0.614, NS
14, 3, 913.6727064, -7.553632143801754, 0.932, NS
8, 7, 907.6140564, -0.29978157551173296, 0.992, NS
32, 12, 834.2233732, 27.39613212395024, 0.72, NS
22, 26, 1040.069907, 245.9861236974585, 0.26, NS
29, 22, 994.0194492, 21.267050938356707, 0.815, NS
31, 18, 859.8888186, -71.01708917033727, 0.561, NS
10, 5, 1003.792383, 238.66818779042836, 0.229, NS
33, 9, 1244.580007, 872.2751680525815, 0.006, HH
23, 36, 554.1437691, -587.5416434645635, 0.08, NS
23, 5, 940.8325074, 28.133537175813256, 0.786, NS
31, 30, 623.594171, -599.5487829340739, 0.069, NS
32, 28, 1014.433035, 162.04699224856859, 0.259, NS
4, 7, 1377.25013, 934.3007835409477, 0.006, HH
11, 10, 1206.71276, -392.70131647192517, 0.069, NS
37, 11, 933.6241077, 36.2866710837874, 0.743, NS
1, 36, 956.7199728, 80.09193455732195, 0.597, NS
23, 9, 1034.821065, 217.96307806620493, 0.266, NS
17, 5, 1523.835263, 744.3822607309557, 0.023, HH
7, 35, 755.9253483, -352.21785379051914, 0.13, NS
31, 12, 897.6887197, -26.54750046697046, 0.764, NS
22, 23, 1175.989944, 365.14290149630824, 0.197, NS
21, 16, 1120.914588, -7.770747559253064, 0.91, NS
10, 32, 738.3093221, -329.6377393221911, 0.11, NS
18, 3, 1357.662144, -536.2047861154634, 0.049, HH
7, 28, 1169.55773, 340.70402511122313, 0.092, NS
4, 16, 1279.499392, 293.30466116996683, 0.224, NS
28, 7, 1231.484159, 856.963002833546, 0.001, HH
18, 7, 702.8732739, -565.4055696763321, 0.022, LH
3, 19, 897.0586363, -22.818201374196747, 0.831, NS
10, 33, 880.4192585, -26.49941944778775, 0.8, NS
27, 24, 1343.289629, 521.6596094869309, 0.069, NS
9, 16, 808.5077734, -173.54187131810704, 0.271, NS
24, 13, 1067.676313, 429.6233330024997, 0.06, NS
36, 24, 815.4448194, 96.72198425067812, 0.514, NS
18, 31, 1046.096778, 339.0311629216482, 0.086, NS
26, 28, 620.8423988, -329.13428934716194, 0.137, NS
18, 26, 1020.930385, 172.85786758784357, 0.348, NS
2, 10, 1169.973059, 346.7989623039181, 0.162, NS
31, 15, 1048.033511, 318.27232989006933, 0.167, NS
15, 26, 938.4486778, 68.2440615042203, 0.563, NS
9, 9, 1089.1411, 424.10704374559174, 0.047, HH
21, 23, 842.7595541, -96.19005115814745, 0.549, NS
33, 24, 1057.166211, 153.91353351442086, 0.423, NS
11, 26, 1009.066791, 128.41805005590024, 0.384, NS
10, 26, 1085.962378, 219.72564071166266, 0.247, NS
2, 35, 891.7323528, -13.807913904899234, 0.878, NS
30, 12, 1125.490892, -121.5515165551073, 0.333, NS
31, 37, 1510.967852, 1652.2906266329132, 0.0, HH
31, 3, 986.194923, 83.39215680065871, 0.595, NS
11, 16, 938.4588756, 57.62584049908766, 0.57, NS
26, 24, 869.4771456, 43.146152257267076, 0.704, NS
21, 24, 1015.489379, -223.9672446966958, 0.335, NS
11, 33, 765.4437874, -319.5079818879313, 0.156, NS
22, 18, 915.9637292, 10.747127223471848, 0.865, NS
14, 36, 485.4013568, -705.4403273444616, 0.037, LH
12, 28, 861.6627115, -72.56006134571918, 0.494, NS
36, 13, 1018.824446, -68.40296741675563, 0.547, NS
1, 3, 1351.720023, -416.90152651549914, 0.142, NS
26, 8, 1055.595516, -198.53241165499216, 0.333, NS
24, 26, 966.0893066, 20.204414920207643, 0.807, NS
11, 20, 1164.14677, -197.765298492917, 0.278, NS
16, 28, 513.9492108, -256.47620337703546, 0.199, NS
15, 1, 1381.643256, -712.0861818204328, 0.004, HH
23, 11, 862.2694011, -69.83576772445484, 0.57, NS
9, 29, 1344.051506, 1158.6615774175762, 0.0, HH
22, 34, 768.8547334, -129.3775753114611, 0.446, NS
24, 25, 1177.930042, 110.79049894766113, 0.516, NS
22, 29, 1019.674465, 92.71600626639884, 0.492, NS
30, 35, 1272.660603, 943.3866109144931, 0.004, HH
6, 11, 1077.115685, 54.91906620495405, 0.595, NS
35, 3, 756.3992678, -116.31252557466108, 0.496, NS
19, 24, 1005.886942, 23.402815737585275, 0.81, NS
2, 9, 932.0414292, 43.12440051029197, 0.71, NS
8, 31, 1139.001335, 650.3988670111436, 0.027, HH
19, 35, 953.8343434, 128.377781837463, 0.364, NS
27, 36, 975.2251688, 154.18928549854516, 0.383, NS
13, 16, 879.6912512, -14.497139242093576, 0.814, NS
30, 31, 1131.197717, 543.5552242711583, 0.016, HH
22, 16, 990.5587537, 75.37273309718684, 0.543, NS
35, 12, 1034.95463, 359.96282331340905, 0.127, NS
35, 36, 1281.167101, 1145.4798923839605, 0.024, HH
16, 18, 625.1023457, -446.3130739950952, 0.083, NS
37, 35, 989.1532185, 121.49441411353905, 0.476, NS
29, 23, 994.6439981, 192.1173721563481, 0.362, NS
5, 32, 1093.304246, 343.2209796598896, 0.163, NS
24, 3, 866.9245221, -68.10903688404736, 0.556, NS
24, 16, 994.1471477, 147.13753148803778, 0.282, NS
6, 3, 1183.857333, 132.44559659260392, 0.378, NS
9, 6, 951.1784214, 103.38731257260422, 0.463, NS
19, 26, 1027.570904, 285.39983554411583, 0.18, NS
6, 35, 1239.646459, 481.82130389540026, 0.069, NS
5, 2, 635.8699847, -548.8602760651052, 0.066, NS
16, 19, 812.3597773, -66.69196783201001, 0.635, NS
2, 21, 923.5950864, 19.01271498217713, 0.851, NS
27, 19, 1069.50332, 365.1002729353628, 0.126, NS
3, 16, 1397.944097, 362.57525900008795, 0.123, NS
19, 12, 796.586549, -94.53261477935291, 0.425, NS
6, 33, 890.9385065, -43.82835393248738, 0.674, NS
17, 33, 1237.986098, 323.926315930796, 0.124, NS
6, 24, 1207.008183, -165.9102308959818, 0.359, NS
6, 10, 1151.611507, -142.1897119666664, 0.314, NS
21, 14, 934.6798543, -52.717178242195324, 0.608, NS
37, 37, 1183.825412, 375.60745636185015, 0.145, NS
22, 5, 1166.696923, 307.19995622825303, 0.232, NS
35, 25, 1443.444817, 1454.2004264163918, 0.002, HH
6, 31, 1011.233111, 164.6781164259485, 0.276, NS
11, 29, 974.8036977, 27.52056959930631, 0.726, NS
5, 23, 1044.53925, 366.3246078836738, 0.224, NS
12, 3, 715.8765495, -233.9514899195906, 0.223, NS
23, 12, 693.8312108, -324.5904181601615, 0.116, NS
27, 1, 971.8689461, 14.240178115800035, 0.845, NS
7, 12, 973.3221456, -9.393005175532023, 0.868, NS
32, 27, 1102.07291, 39.95510438640563, 0.651, NS
7, 33, 1198.327285, 599.864657580423, 0.033, HH
24, 23, 824.7104772, -131.71320864787808, 0.438, NS
2, 1, 757.0556164, -281.10030715352275, 0.181, NS
37, 1, 888.7825895, -28.004670794356898, 0.749, NS
37, 29, 966.6195793, 70.27232072744899, 0.593, NS
28, 12, 848.5609973, -30.2830798206159, 0.72, NS
11, 37, 670.2099077, 163.60141343544242, 0.266, NS
5, 6, 1332.904753, 883.5315829327955, 0.024, HH
10, 6, 656.0338565, 646.4410089762721, 0.022, LL
27, 20, 903.9946867, -2.6594880265380305, 0.963, NS
25, 11, 977.4594535, 44.09917637365962, 0.659, NS
29, 16, 1259.995778, 393.24545271482805, 0.114, NS
25, 34, 1041.728608, 98.31941412991824, 0.522, NS
15, 2, 1091.532207, -27.536716175605978, 0.745, NS
23, 15, 1033.788649, 272.08970365813974, 0.237, NS
24, 34, 911.2435303, 4.859642078233797, 0.935, NS
19, 22, 835.8743667, -37.45304018578566, 0.68, NS
9, 31, 464.1427074, -992.9656525863913, 0.0, LH
12, 12, 1112.615732, 373.722779250179, 0.072, NS
26, 2, 869.7203286, 28.651555193126903, 0.749, NS
22, 33, 965.5057759, 61.71089955498097, 0.633, NS
36, 7, 750.8568431, -334.8766668371307, 0.079, NS
16, 14, 942.6201342, 36.18123252980086, 0.712, NS
35, 27, 735.4349999, -426.77736128873994, 0.104, NS
24, 30, 959.8404738, 72.48392096508778, 0.603, NS
36, 34, 1101.170388, 335.45384678995634, 0.134, NS
12, 34, 1031.844229, 187.99499123511686, 0.272, NS
35, 26, 888.9927609, -24.6262417062374, 0.831, NS
30, 6, 902.7511958, 11.932064249462558, 0.874, NS
24, 1, 1004.933847, 169.4878799971731, 0.251, NS
27, 14, 995.7063635, 59.09842593292501, 0.571, NS
16, 29, 1048.633289, 150.56218558263734, 0.356, NS
35, 19, 678.5276121, -271.44468397705515, 0.252, NS
34, 36, 997.8893692, 161.82030522588116, 0.4, NS
37, 6, 1302.280594, 779.5205057301483, 0.048, HH
23, 17, 917.0637854, 14.888467269199158, 0.869, NS
7, 26, 1074.133667, 247.45084176678273, 0.214, NS
6, 18, 1568.861839, -506.30652230932003, 0.03, HH
31, 2, 995.0834107, 110.87779048126542, 0.471, NS
4, 25, 990.7654773, 154.8223195817535, 0.456, NS
18, 6, 1013.439299, -125.01471111063078, 0.408, NS
15, 27, 1017.462077, 160.56994145267382, 0.258, NS
13, 27, 812.9089576, 117.62300439605373, 0.389, NS
17, 12, 666.4617794, 78.16824848625261, 0.487, NS
1, 35, 944.3142311, 90.42817914245828, 0.58, NS
25, 29, 1125.68421, 305.8537808306611, 0.145, NS
24, 18, 1313.375035, 624.9141719673598, 0.017, HH
23, 27, 781.6742121, -91.75426848969823, 0.472, NS
20, 7, 1028.211505, 304.0331199025825, 0.163, NS
23, 21, 1072.18469, 198.03600041674642, 0.279, NS
21, 27, 1005.730212, 114.60242208341286, 0.442, NS
13, 25, 759.9522248, -187.76816093003873, 0.314, NS
17, 4, 960.9337968, 63.73264721995076, 0.593, NS
11, 19, 758.8149992, -348.11687460843694, 0.122, NS
9, 5, 1193.357266, 803.007373030556, 0.015, HH
9, 14, 1262.732755, 612.7840559795401, 0.015, HH
14, 35, 1353.643087, 1237.6620872049257, 0.001, HH
24, 9, 1077.226365, 301.28894192972217, 0.127, NS
7, 25, 898.28693, -10.534148856621933, 0.904, NS
4, 11, 801.9361315, 121.21669654530778, 0.478, NS
14, 23, 1246.250101, 872.8973746681671, 0.012, HH
28, 25, 975.6796961, 53.01710898682515, 0.655, NS
29, 3, 760.8900943, 195.3640295935272, 0.325, NS
25, 22, 1073.484813, 335.41523273772384, 0.149, NS
6, 1, 1136.969045, -159.03123946919183, 0.298, NS
15, 32, 582.763194, -582.9900911853841, 0.017, LH
31, 11, 1091.099043, 494.8798496492444, 0.048, HH
2, 25, 873.3702286, 2.3617289791731237, 0.98, NS
24, 12, 1476.637257, 1061.1538217520279, 0.0, HH
19, 25, 1300.447529, 1119.1581697939585, 0.002, HH
37, 34, 920.1408242, 29.818458532060184, 0.8, NS
16, 7, 1006.407237, 123.30251040349663, 0.407, NS
11, 32, 1029.390016, 264.6827900063758, 0.151, NS
21, 34, 1167.20101, 439.5041002794861, 0.118, NS
34, 33, 996.43075, 78.38196624615122, 0.548, NS
15, 8, 657.155915, -17.601249472588414, 0.829, NS
18, 22, 972.2265315, -18.16823097992264, 0.802, NS
24, 22, 655.8536103, -318.13468833548274, 0.092, NS
1, 4, 1195.402226, 293.0743020630658, 0.226, NS
36, 33, 1052.457545, 101.75700912909285, 0.446, NS
30, 25, 963.4892609, 49.115705394716464, 0.666, NS
23, 19, 851.723944, -149.3468822785858, 0.403, NS
19, 13, 856.3271438, -16.864079700846045, 0.816, NS
37, 13, 976.4256847, 82.52982106977414, 0.574, NS
5, 29, 914.1590822, 6.390953432516916, 0.938, NS
29, 32, 1035.377495, 348.4182044627726, 0.133, NS
5, 3, 893.846397, -13.707254831368756, 0.891, NS
8, 19, 995.3232639, 234.19682281942954, 0.33, NS
33, 28, 981.6440246, 145.7393991476734, 0.373, NS
26, 20, 1089.961494, -178.06327372766026, 0.327, NS
19, 36, 681.0598579, -704.251165733874, 0.021, LH
19, 5, 692.142248, -511.3623974344275, 0.073, NS
19, 14, 936.5660301, -0.8105206201584773, 0.985, NS
9, 28, 1014.997269, 233.10351071393114, 0.179, NS
29, 11, 1199.432555, 88.2246919386811, 0.516, NS
8, 23, 1042.084552, 343.53675396670144, 0.21, NS
37, 36, 688.763089, -219.1392293736552, 0.361, NS
25, 30, 1072.909544, 434.41761033435586, 0.139, NS
11, 13, 1176.6213, 84.09242930768666, 0.455, NS
33, 30, 1013.220009, 204.11641690698488, 0.347, NS
10, 34, 1067.819795, 480.30566443365325, 0.058, NS
21, 33, 660.6336724, -138.4531869565319, 0.427, NS
13, 31, 882.7388409, -67.25170287293452, 0.554, NS
32, 25, 797.1370037, -210.14452935925448, 0.278, NS
9, 27, 1149.903432, 542.0152517057468, 0.021, HH
37, 33, 749.621861, -121.94783242253199, 0.508, NS
36, 16, 1086.701306, 122.92453293758693, 0.35, NS
29, 12, 1068.263626, 119.15259013900064, 0.41, NS
5, 9, 1139.829778, 474.2638220023805, 0.106, NS
35, 23, 863.6737025, 16.11102351741323, 0.892, NS
36, 2, 1042.535617, -44.95546452263379, 0.649, NS
12, 31, 858.823595, -91.71278841862971, 0.442, NS
5, 28, 755.7149065, -235.37951309057308, 0.259, NS
11, 11, 884.7839425, -34.985133231549206, 0.672, NS
14, 31, 1252.785132, 856.9869814985851, 0.002, HH
16, 10, 845.0695451, -68.44207112029072, 0.583, NS
32, 7, 1202.300616, 812.7499097828907, 0.004, HH
7, 23, 1272.997686, 897.67076525462, 0.008, HH
14, 19, 832.6538671, -116.84783979860123, 0.427, NS
19, 33, 1163.946907, 447.46234596748997, 0.066, NS
12, 26, 998.8726221, 165.24767343198857, 0.35, NS
21, 2, 697.9267437, 338.82155732653933, 0.126, NS
36, 1, 897.715202, 12.745128313967431, 0.829, NS
26, 37, 1357.431284, -988.1646766569899, 0.001, HH
9, 35, 750.3832995, -276.9479683172942, 0.181, NS
34, 25, 1185.10638, 576.5464885732271, 0.059, NS
31, 20, 961.6003168, 65.4596779570556, 0.65, NS
21, 3, 674.1320623, 159.72317250931508, 0.367, NS
2, 31, 930.0056773, 34.68228144754054, 0.769, NS
4, 34, 898.3822962, -30.35554292229901, 0.79, NS
23, 2, 606.3544819, -441.250830771894, 0.076, NS
10, 11, 1120.444636, -134.71613708800973, 0.348, NS
27, 3, 723.9157864, -226.6247820113928, 0.207, NS
35, 18, 1202.971011, 405.65736498267694, 0.118, NS
12, 14, 1123.003039, 435.42609072908425, 0.053, NS
31, 7, 921.6501388, 25.112767008073746, 0.759, NS
