Global Moran's I value is: 681781.4828. It is positive, significantly at 0.01 level.
O, D, V, MoranI, p-value, pattern
24, 32, 991.1226343, 127.23908361080436, 0.326, NS
1, 23, 1285.805614, 897.6478932012764, 0.027, HH
24, 33, 1210.962032, 427.3931262545809, 0.069, NS
12, 23, 607.1284846, -192.79225850873635, 0.317, NS
30, 7, 1260.108391, 752.6466411939601, 0.006, HH
23, 4, 1270.556704, 47.10700063535422, 0.703, NS
22, 27, 764.719202, -310.4799318019101, 0.137, NS
11, 30, 839.162702, 92.17434799542059, 0.518, NS
1, 16, 1141.644043, 48.26411737411718, 0.651, NS
37, 3, 969.1001141, 72.26071583612546, 0.623, NS
18, 19, 1099.526336, 220.6676294009861, 0.244, NS
9, 18, 878.7184522, -52.9125567161864, 0.604, NS
27, 16, 998.1510111, 186.76189644467422, 0.235, NS
27, 11, 868.3094824, -41.46855083101451, 0.642, NS
3, 22, 1182.272765, -101.6846848376767, 0.499, NS
33, 34, 1206.332136, 443.58241810394884, 0.091, NS
15, 14, 1109.003274, -227.60869724495933, 0.193, NS
17, 36, 1275.547529, 311.57588586467597, 0.176, NS
19, 37, 924.7047794, 8.4265128776251, 0.881, NS
27, 34, 864.249672, -76.55908640370455, 0.543, NS
3, 34, 866.5782409, -109.03653229648732, 0.496, NS
37, 28, 1026.670054, 218.62697301793602, 0.283, NS
6, 22, 1277.028344, 693.212916210994, 0.014, HH
21, 17, 812.2508587, 139.63872816646665, 0.369, NS
33, 21, 851.4322129, -54.56589487926265, 0.647, NS
2, 22, 990.8835368, 66.68870400631549, 0.623, NS
31, 6, 876.2333159, -64.27912237023082, 0.666, NS
20, 12, 631.7188049, 48.43882883941986, 0.679, NS
25, 23, 1144.582971, 531.2087534303924, 0.096, NS
29, 4, 656.1866149, -427.99362415182634, 0.123, NS
31, 31, 767.0544152, -276.5144352809872, 0.177, NS
31, 23, 958.629427, 61.60148444105344, 0.656, NS
25, 24, 954.205001, 134.00381960585563, 0.486, NS
9, 23, 928.0253031, 19.558990581937465, 0.835, NS
23, 33, 1014.397218, 190.43803687386722, 0.321, NS
27, 21, 819.9890655, -73.2646082565971, 0.564, NS
22, 17, 1009.434016, 99.94900830226595, 0.461, NS
4, 27, 890.7741415, 22.217893034358237, 0.799, NS
4, 5, 1030.730065, 309.23802408505605, 0.266, NS
2, 20, 1180.690771, 180.1101875223872, 0.371, NS
28, 31, 1074.395992, 471.92386059713755, 0.04, HH
33, 19, 1042.864838, 114.8724829423985, 0.478, NS
35, 21, 907.4500693, -0.23416021160093373, 0.996, NS
36, 21, 861.9104138, 26.713063847666962, 0.778, NS
36, 22, 608.6624594, -171.80077294018832, 0.269, NS
18, 35, 646.201738, -749.0640424939678, 0.014, LH
33, 18, 775.0406533, -245.33546978739778, 0.217, NS
12, 4, 891.8300634, -18.280079839672855, 0.837, NS
20, 5, 886.9731831, -70.41257676853627, 0.609, NS
33, 27, 1253.525828, 884.2704443802003, 0.005, HH
35, 14, 1284.082656, 531.5358538834903, 0.051, NS
26, 6, 835.7904523, 24.037081451468154, 0.829, NS
25, 35, 865.6436035, -14.409122317732473, 0.865, NS
5, 24, 1576.945943, 1207.649537713278, 0.012, HH
11, 25, 653.0244881, -434.5543880179452, 0.097, NS
15, 37, 755.1942919, 76.59916088557247, 0.521, NS
3, 5, 942.2013048, 77.74409934229939, 0.633, NS
22, 2, 788.4819547, -146.34506048796408, 0.36, NS
26, 7, 894.6922395, -26.124183632232846, 0.791, NS
11, 35, 1248.279327, 523.3772323230296, 0.052, NS
31, 1, 1331.716601, 714.4707173617825, 0.013, HH
15, 22, 1307.754232, -37.52275108145363, 0.679, NS
13, 34, 788.6034198, -398.1844681002527, 0.106, NS
22, 37, 910.4445742, 3.1408865726334874, 0.95, NS
32, 3, 1006.361749, -12.760472890484083, 0.87, NS
20, 19, 980.4005042, 117.65577297077247, 0.475, NS
4, 23, 1070.157295, 142.55883781739536, 0.467, NS
24, 21, 1211.009918, 457.33438946091997, 0.061, NS
36, 25, 883.5292024, -73.4227328552353, 0.62, NS
6, 32, 1208.816396, 537.1992394349444, 0.028, HH
20, 23, 843.0268603, -95.04940505951083, 0.564, NS
20, 31, 1094.565482, 385.21400670898095, 0.095, NS
9, 32, 1018.8489, 230.3305040934228, 0.208, NS
35, 11, 1171.134799, 422.6435618270781, 0.098, NS
1, 22, 805.3800579, 20.0883443404578, 0.806, NS
35, 34, 1411.514397, 1059.2495704101104, 0.011, HH
31, 24, 532.0357575, -1105.7162835318745, 0.007, LH
10, 12, 852.7396956, 40.06702947561308, 0.659, NS
16, 6, 1333.136556, 1090.6622979309027, 0.002, HH
31, 16, 865.8002025, -81.15193756052227, 0.564, NS
37, 7, 602.0383188, -760.7198352155538, 0.015, LH
34, 23, 665.9829251, -574.834006304322, 0.059, NS
34, 11, 1075.417325, 42.70984905031414, 0.662, NS
20, 4, 665.4190798, -555.4578386824189, 0.087, NS
13, 11, 985.0334521, -72.69076870419553, 0.496, NS
24, 11, 1096.31821, 387.23266298263326, 0.07, NS
17, 11, 942.344433, -35.94982785411778, 0.675, NS
19, 6, 1011.985107, 218.57339005388965, 0.248, NS
16, 13, 1211.567784, 369.8428611680572, 0.103, NS
11, 12, 1365.736667, 347.3398919480575, 0.085, NS
17, 34, 1219.774678, 669.8862740808448, 0.022, HH
25, 5, 766.1482385, -71.11892049526624, 0.622, NS
9, 3, 1255.451559, 470.41156608245467, 0.065, NS
21, 37, 1103.096828, -416.4692802047118, 0.091, NS
17, 22, 1344.211093, -350.56327003609033, 0.082, NS
31, 36, 1083.266358, 208.91315569790186, 0.34, NS
5, 13, 800.4836806, -193.10174112532812, 0.315, NS
20, 27, 1223.767211, -397.56367446303847, 0.095, NS
34, 12, 945.6470039, -5.44442508943866, 0.932, NS
17, 19, 1293.478837, 473.76568182425143, 0.063, NS
37, 24, 737.245036, -312.54523143219205, 0.267, NS
25, 36, 1088.532591, 167.2634231122589, 0.416, NS
21, 19, 986.8174413, 47.973804755132505, 0.68, NS
18, 33, 965.1203603, 56.804144728224486, 0.624, NS
32, 33, 1121.191855, 226.3390213702196, 0.261, NS
1, 27, 1290.157704, -283.6909189487789, 0.163, NS
6, 29, 651.6233604, -53.80894393600544, 0.577, NS
6, 17, 995.4578596, 39.108795324946314, 0.665, NS
5, 33, 659.1187833, -666.9931310937452, 0.062, NS
24, 31, 1330.913401, 585.1978386767902, 0.014, HH
35, 6, 1287.579417, 1136.6852950601524, 0.01, HH
12, 6, 1035.129022, 368.30921608975575, 0.111, NS
16, 30, 968.5380792, 51.4952981162849, 0.72, NS
27, 26, 884.4016079, -28.06621407358072, 0.757, NS
33, 2, 984.7631025, 85.60591179331566, 0.492, NS
16, 35, 1020.823532, 309.06237553791766, 0.208, NS
5, 7, 1130.884169, 136.10453040711826, 0.405, NS
15, 10, 1346.52832, -542.3869920511435, 0.032, HH
5, 27, 853.5218848, -75.63586309892433, 0.538, NS
25, 16, 1008.67703, 200.62158767688928, 0.262, NS
2, 30, 1408.70291, 499.19547647039656, 0.165, NS
2, 8, 776.1468797, -223.6429042243688, 0.332, NS
28, 22, 895.5566925, -8.435502672578282, 0.909, NS
6, 12, 622.8337896, -335.0244735934295, 0.1, NS
12, 16, 1177.023484, 362.81804005656545, 0.082, NS
6, 8, 753.0482085, 61.16858645174539, 0.602, NS
15, 12, 957.7454766, 26.61043012413911, 0.762, NS
36, 9, 884.2078773, 3.585077179079088, 0.941, NS
26, 1, 746.8541152, 293.7168447778754, 0.149, NS
22, 31, 829.5404016, -98.99331784234917, 0.484, NS
26, 19, 1125.95781, 562.2711347130471, 0.072, NS
25, 37, 1020.063603, 227.2317680626469, 0.237, NS
33, 35, 927.6608053, 28.234377464910374, 0.816, NS
19, 28, 803.3038381, -166.79697342372455, 0.287, NS
18, 4, 822.7742812, -208.83466688539264, 0.288, NS
10, 28, 1290.628601, 220.3575391954021, 0.197, NS
10, 16, 1152.329131, 5.935412637703878, 0.92, NS
8, 28, 1420.458058, 263.04788020466015, 0.254, NS
18, 36, 721.6195212, -260.8451600351913, 0.221, NS
31, 28, 861.6771607, -112.77356700776602, 0.437, NS
36, 26, 1050.888478, 392.4587224079353, 0.115, NS
26, 31, 1250.45034, 829.8583794367657, 0.006, HH
35, 31, 1049.695794, 345.22437398637805, 0.14, NS
22, 32, 1021.881119, 166.715502746734, 0.331, NS
25, 4, 713.2715515, -125.82467417162134, 0.453, NS
14, 5, 1271.180864, 779.2060729851949, 0.022, HH
11, 7, 975.3216754, 104.47443680801891, 0.401, NS
32, 16, 991.2509142, 68.66768819780076, 0.537, NS
33, 3, 960.4283191, 58.11545626610533, 0.65, NS
24, 10, 865.1339766, -60.36438708937563, 0.543, NS
23, 10, 1478.875039, 890.7988208763082, 0.004, HH
10, 25, 847.9444624, -53.15677212151089, 0.67, NS
17, 28, 819.4563691, 18.820189218547384, 0.795, NS
16, 3, 1080.773654, 144.79525536990988, 0.429, NS
5, 1, 1116.519905, 352.2398134205066, 0.139, NS
24, 6, 844.6288591, -72.01687452173105, 0.582, NS
29, 7, 969.7063977, 165.27581328838082, 0.306, NS
24, 19, 1187.197653, 424.9515298345121, 0.082, NS
12, 1, 981.1563043, 119.37125868424695, 0.359, NS
31, 35, 713.3379027, -97.8152328799664, 0.519, NS
32, 11, 922.4138443, 2.2482201174476866, 0.962, NS
34, 5, 1293.331817, 663.9370732904715, 0.038, HH
12, 18, 705.1856462, -433.04578629228484, 0.043, LH
28, 6, 973.5911099, -127.65821346544755, 0.419, NS
29, 31, 1059.074609, 445.9722316071934, 0.069, NS
24, 36, 1228.512223, 492.9295764949196, 0.086, NS
13, 33, 590.0058947, -472.8744939215924, 0.066, NS
1, 7, 784.3352671, -203.41822980238913, 0.269, NS
6, 19, 1184.888901, 811.8740473740423, 0.01, HH
20, 16, 1055.659502, 31.69492548880641, 0.734, NS
27, 15, 1146.704608, 49.31393530623105, 0.654, NS
28, 5, 1190.722606, 715.4990612659581, 0.026, HH
17, 23, 801.1295026, -208.94990323646235, 0.271, NS
24, 14, 475.6401515, -891.7256728888815, 0.0, LH
2, 15, 866.1996294, -64.91721182532596, 0.635, NS
36, 29, 1417.150822, -130.37059182529242, 0.338, NS
26, 30, 1022.979391, -226.98557122215618, 0.348, NS
14, 27, 853.7235285, 80.11724220580246, 0.475, NS
15, 33, 1046.313091, 179.00193153616596, 0.32, NS
31, 29, 1148.151795, 728.1501292977656, 0.013, HH
12, 32, 1411.14461, 758.0121914500331, 0.007, HH
36, 4, 970.1054005, 146.88950494199042, 0.379, NS
24, 20, 1455.928328, 504.51625869313796, 0.056, NS
12, 30, 1019.892036, 283.90069857533274, 0.215, NS
14, 7, 951.3671979, 109.96379581441238, 0.4, NS
5, 16, 1543.733416, 1452.8814618083918, 0.0, HH
22, 12, 941.5124013, 44.90542945269159, 0.659, NS
24, 37, 727.8223308, -415.2624431269943, 0.058, NS
36, 14, 1122.459488, -272.4182902405191, 0.135, NS
22, 1, 1252.572291, 378.3266842405853, 0.109, NS
11, 23, 868.6160893, -93.08034417475874, 0.526, NS
5, 35, 1067.824501, 222.17622743244897, 0.333, NS
17, 25, 708.0954356, -256.78163633117055, 0.224, NS
37, 20, 1017.16258, 122.72075640542822, 0.517, NS
26, 36, 1348.335197, 822.0364544502994, 0.045, HH
36, 30, 660.8051317, 524.0107150120778, 0.067, NS
12, 17, 583.215246, -724.3331215604089, 0.002, LH
2, 17, 933.1130302, 34.89868033643507, 0.738, NS
14, 34, 989.2210653, 254.82772702653597, 0.198, NS
22, 24, 1081.164663, 216.93326514358571, 0.368, NS
13, 6, 1094.801606, -501.8484273903428, 0.043, HH
37, 16, 865.3348625, -30.044324054836018, 0.735, NS
31, 27, 1059.899169, 245.00451130646033, 0.218, NS
33, 26, 1129.724951, 402.7842029091396, 0.125, NS
26, 23, 907.9032659, 0.42060343022794555, 0.995, NS
16, 1, 621.446844, -428.02425324595976, 0.078, NS
16, 26, 776.488547, -218.8961508757967, 0.272, NS
21, 15, 683.5251254, 540.252554793566, 0.059, NS
6, 36, 838.960244, -131.6388910546307, 0.435, NS
11, 2, 785.4196938, -24.115869821871446, 0.748, NS
25, 25, 1243.727076, 416.2832919520787, 0.141, NS
6, 9, 1012.930139, 0.22481084895769285, 0.995, NS
5, 12, 1136.553174, 484.09119441460393, 0.097, NS
19, 15, 950.6736185, 2.638308107717517, 0.965, NS
2, 12, 747.7370135, -367.0502219106223, 0.149, NS
24, 24, 1100.17415, 456.4735150591613, 0.079, NS
18, 5, 741.444239, -519.1057168700057, 0.084, NS
29, 5, 1054.2117, 296.1041987596204, 0.248, NS
27, 6, 888.4096741, -17.728655123752766, 0.839, NS
10, 7, 1108.570962, 463.4392268571325, 0.041, HH
7, 34, 1205.439315, 719.3378260166743, 0.006, HH
24, 27, 956.8630618, 38.530380897611934, 0.659, NS
35, 20, 1122.367754, 354.15822581668107, 0.186, NS
12, 15, 1050.401379, 486.639430043847, 0.069, NS
33, 36, 873.1736136, -78.33443589504824, 0.613, NS
4, 19, 840.7296579, -151.71667083616143, 0.415, NS
31, 4, 1289.620685, 667.7106792321119, 0.039, HH
11, 8, 654.7960439, -25.462404465019816, 0.778, NS
3, 23, 933.7687631, 61.47116967473805, 0.657, NS
25, 7, 1051.723826, 40.66611411723205, 0.691, NS
14, 22, 1226.785066, -212.43897174521223, 0.204, NS
1, 33, 846.6901795, -84.2725202339112, 0.558, NS
14, 3, 913.6727064, -7.795482069580062, 0.896, NS
8, 7, 907.6140564, -0.3108948657436318, 0.997, NS
32, 12, 834.2233732, 25.829818776567055, 0.763, NS
22, 26, 1040.069907, 242.3843800730601, 0.264, NS
29, 22, 994.0194492, 17.73598170104698, 0.813, NS
31, 18, 859.8888186, -74.38391939537232, 0.557, NS
10, 5, 1003.792383, 241.02070877438632, 0.242, NS
33, 9, 1244.580007, 834.5827894608179, 0.009, HH
23, 36, 554.1437691, -743.3749173633323, 0.036, LH
23, 5, 940.8325074, 28.519821108622626, 0.819, NS
31, 30, 623.594171, -711.7646052557303, 0.049, LH
32, 28, 1014.433035, 160.920815992148, 0.297, NS
4, 7, 1377.25013, 813.9216335664926, 0.017, HH
11, 10, 1206.71276, -436.2322291530959, 0.062, NS
37, 11, 933.6241077, 37.159404294607604, 0.734, NS
1, 36, 956.7199728, 81.91000254810409, 0.579, NS
23, 9, 1034.821065, 215.35668151123886, 0.268, NS
17, 5, 1523.835263, 505.0896273001423, 0.064, NS
7, 35, 755.9253483, -375.44391224856054, 0.104, NS
31, 12, 897.6887197, -27.384656497908683, 0.787, NS
22, 23, 1175.989944, 312.4673367583221, 0.228, NS
21, 16, 1120.914588, -33.37165684908733, 0.748, NS
10, 32, 738.3093221, -347.856997536394, 0.088, NS
18, 3, 1357.662144, -664.9951226029142, 0.025, HH
7, 28, 1169.55773, 320.6925011929929, 0.094, NS
4, 16, 1279.499392, 207.0004881418537, 0.307, NS
28, 7, 1231.484159, 833.3664070169306, 0.003, HH
18, 7, 702.8732739, -593.781799206039, 0.021, LH
3, 19, 897.0586363, -23.859112010275762, 0.853, NS
10, 33, 880.4192585, -27.69538842142929, 0.757, NS
27, 24, 1343.289629, 407.6067489434736, 0.121, NS
9, 16, 808.5077734, -181.05107514496487, 0.26, NS
24, 13, 1067.676313, 428.4573559716481, 0.041, HH
36, 24, 815.4448194, 94.316103885257, 0.536, NS
18, 31, 1046.096778, 338.52354774348663, 0.093, NS
26, 28, 620.8423988, -384.76705364982917, 0.127, NS
18, 26, 1020.930385, 170.78827813589535, 0.337, NS
2, 10, 1169.973059, 311.29563458236385, 0.175, NS
31, 15, 1048.033511, 315.96529153919244, 0.176, NS
15, 26, 938.4486778, 69.72457370517904, 0.567, NS
9, 9, 1089.1411, 419.92859803663134, 0.065, NS
21, 23, 842.7595541, -105.47054315418647, 0.541, NS
33, 24, 1057.166211, 139.7053697236306, 0.476, NS
11, 26, 1009.066791, 126.46232241541487, 0.421, NS
10, 26, 1085.962378, 208.45367798958702, 0.27, NS
2, 35, 891.7323528, -14.790489185936497, 0.869, NS
30, 12, 1125.490892, -142.8358181987448, 0.327, NS
31, 37, 1510.967852, 1497.7268819174287, 0.0, HH
31, 3, 986.194923, 81.99789887396967, 0.603, NS
11, 16, 938.4588756, 58.453075933923685, 0.558, NS
26, 24, 869.4771456, 43.95471141258994, 0.756, NS
21, 24, 1015.489379, -247.35518465671436, 0.283, NS
11, 33, 765.4437874, -340.2090859199302, 0.123, NS
22, 18, 915.9637292, 11.025414659739992, 0.872, NS
14, 36, 485.4013568, -856.9671785766415, 0.01, LH
12, 28, 861.6627115, -74.91115998415763, 0.493, NS
36, 13, 1018.824446, -74.70840429981496, 0.509, NS
1, 3, 1351.720023, -590.1823342530655, 0.063, NS
26, 8, 1055.595516, -224.09646136336545, 0.268, NS
24, 26, 966.0893066, 18.897512528187782, 0.821, NS
11, 20, 1164.14677, -240.28863359677277, 0.222, NS
16, 28, 513.9492108, -350.59394802512975, 0.118, NS
15, 1, 1381.643256, -815.7382136017793, 0.0, HH
23, 11, 862.2694011, -73.04383422582299, 0.573, NS
9, 29, 1344.051506, 1107.5150273153972, 0.0, HH
22, 34, 768.8547334, -150.02349163250426, 0.422, NS
24, 25, 1177.930042, 63.56761425005478, 0.663, NS
22, 29, 1019.674465, 88.44716403788415, 0.501, NS
30, 35, 1272.660603, 896.7837655780309, 0.009, HH
6, 11, 1077.115685, 44.71741317908478, 0.65, NS
35, 3, 756.3992678, -145.31534370190445, 0.459, NS
19, 24, 1005.886942, 17.49655739742459, 0.859, NS
2, 9, 932.0414292, 44.30623559876927, 0.723, NS
8, 31, 1139.001335, 636.8858344928037, 0.045, HH
19, 35, 953.8343434, 130.96711912798963, 0.416, NS
27, 36, 975.2251688, 156.69766642012777, 0.381, NS
13, 16, 879.6912512, -15.110174410772446, 0.832, NS
30, 31, 1131.197717, 535.1315512554758, 0.022, HH
22, 16, 990.5587537, 73.75974402359155, 0.578, NS
35, 12, 1034.95463, 361.9160641906686, 0.157, NS
35, 36, 1281.167101, 1045.3713551037893, 0.011, HH
16, 18, 625.1023457, -504.0377504724478, 0.053, NS
37, 35, 989.1532185, 121.26610221326936, 0.507, NS
29, 23, 994.6439981, 194.68267189851454, 0.369, NS
5, 32, 1093.304246, 331.72275551490276, 0.157, NS
24, 3, 866.9245221, -71.0420892464694, 0.556, NS
24, 16, 994.1471477, 147.24993790932913, 0.305, NS
6, 3, 1183.857333, 93.77410082735433, 0.486, NS
9, 6, 951.1784214, 105.37441093516995, 0.46, NS
19, 26, 1027.570904, 285.776359516318, 0.169, NS
6, 35, 1239.646459, 434.48701813538844, 0.073, NS
5, 2, 635.8699847, -621.1510209279444, 0.036, LH
16, 19, 812.3597773, -76.66540969806131, 0.597, NS
2, 21, 923.5950864, 19.76207381620756, 0.851, NS
27, 19, 1069.50332, 361.2282996420904, 0.117, NS
3, 16, 1397.944097, 239.07643399254823, 0.226, NS
19, 12, 796.586549, -101.38758978823624, 0.407, NS
6, 33, 890.9385065, -45.27493093720883, 0.647, NS
17, 33, 1237.986098, 272.5618735187681, 0.183, NS
6, 24, 1207.008183, -235.02310479541123, 0.233, NS
6, 10, 1151.611507, -168.67253061777802, 0.267, NS
21, 14, 934.6798543, -54.67302746027259, 0.654, NS
37, 37, 1183.825412, 335.9284047992479, 0.155, NS
22, 5, 1166.696923, 256.3696299612746, 0.292, NS
35, 25, 1443.444817, 1187.9718699481718, 0.009, HH
6, 31, 1011.233111, 163.87274916377996, 0.272, NS
11, 29, 974.8036977, 26.315030134216954, 0.732, NS
5, 23, 1044.53925, 367.0621625549698, 0.202, NS
12, 3, 715.8765495, -261.38330956596405, 0.205, NS
23, 12, 693.8312108, -359.6821911777917, 0.111, NS
27, 1, 971.8689461, 12.9102363104022, 0.855, NS
7, 12, 973.3221456, -11.289854225718774, 0.873, NS
32, 27, 1102.07291, 25.851913145865108, 0.752, NS
7, 33, 1198.327285, 570.3625167943071, 0.039, HH
24, 23, 824.7104772, -141.4376189681753, 0.388, NS
2, 1, 757.0556164, -307.47358589052266, 0.202, NS
37, 1, 888.7825895, -29.294408689462934, 0.759, NS
37, 29, 966.6195793, 70.43725116905543, 0.624, NS
28, 12, 848.5609973, -32.29871507011817, 0.722, NS
11, 37, 670.2099077, 144.69843956556312, 0.324, NS
5, 6, 1332.904753, 749.4325355493613, 0.045, HH
10, 6, 656.0338565, 630.0836333879248, 0.032, LL
27, 20, 903.9946867, -2.745518513411875, 0.956, NS
25, 11, 977.4594535, 42.68201901425566, 0.655, NS
29, 16, 1259.995778, 335.53306633410284, 0.132, NS
25, 34, 1041.728608, 88.21549088423339, 0.567, NS
15, 2, 1091.532207, -41.469742073222136, 0.655, NS
23, 15, 1033.788649, 270.8592901954102, 0.23, NS
24, 34, 911.2435303, 4.995699808125928, 0.93, NS
19, 22, 835.8743667, -40.275463295008684, 0.649, NS
9, 31, 464.1427074, -1091.4694810177286, 0.0, LH
12, 12, 1112.615732, 364.9086157537741, 0.083, NS
26, 2, 869.7203286, 28.68744086021961, 0.777, NS
22, 33, 965.5057759, 61.64248673373638, 0.604, NS
36, 7, 750.8568431, -351.5859204573808, 0.082, NS
16, 14, 942.6201342, 36.565944722842005, 0.702, NS
35, 27, 735.4349999, -463.4554707882198, 0.097, NS
24, 30, 959.8404738, 73.25974529243635, 0.595, NS
36, 34, 1101.170388, 324.4299898968606, 0.152, NS
12, 34, 1031.844229, 184.92466062227552, 0.292, NS
35, 26, 888.9927609, -26.27330017079645, 0.845, NS
30, 6, 902.7511958, 12.269140523489481, 0.887, NS
24, 1, 1004.933847, 169.28267917468878, 0.273, NS
27, 14, 995.7063635, 57.26915695886264, 0.591, NS
16, 29, 1048.633289, 143.90687576106043, 0.363, NS
35, 19, 678.5276121, -338.2182095822888, 0.21, NS
34, 36, 997.8893692, 162.09940578845232, 0.386, NS
37, 6, 1302.280594, 665.0268648589839, 0.047, HH
23, 17, 917.0637854, 15.277775530223296, 0.86, NS
7, 26, 1074.133667, 239.270235555549, 0.225, NS
6, 18, 1568.861839, -689.7074497322724, 0.005, HH
31, 2, 995.0834107, 109.87919114097627, 0.451, NS
4, 25, 990.7654773, 156.41946168093853, 0.455, NS
18, 6, 1013.439299, -134.92975633260772, 0.366, NS
15, 27, 1017.462077, 159.15374244084344, 0.261, NS
13, 27, 812.9089576, 116.51748678453515, 0.383, NS
17, 12, 666.4617794, 56.775718625545565, 0.578, NS
1, 35, 944.3142311, 93.13772157702367, 0.543, NS
25, 29, 1125.68421, 288.3290734211529, 0.178, NS
24, 18, 1313.375035, 572.8620306634463, 0.017, HH
23, 27, 781.6742121, -103.3250692700689, 0.487, NS
20, 7, 1028.211505, 304.87173412781976, 0.151, NS
23, 21, 1072.18469, 184.89785968611127, 0.339, NS
21, 27, 1005.730212, 112.61166288802892, 0.445, NS
13, 25, 759.9522248, -210.07689000852204, 0.272, NS
17, 4, 960.9337968, 64.02707429890589, 0.62, NS
11, 19, 758.8149992, -370.73714974328203, 0.112, NS
9, 5, 1193.357266, 775.3937181798195, 0.017, HH
9, 14, 1262.732755, 575.7126501685206, 0.026, HH
14, 35, 1353.643087, 1163.0544241507641, 0.0, HH
24, 9, 1077.226365, 296.2051622272475, 0.132, NS
7, 25, 898.28693, -10.987059577947463, 0.877, NS
4, 11, 801.9361315, 117.83672953226352, 0.486, NS
14, 23, 1246.250101, 824.6629651909528, 0.016, HH
28, 25, 975.6796961, 51.735093440925404, 0.674, NS
29, 3, 760.8900943, 186.4491015601955, 0.356, NS
25, 22, 1073.484813, 329.94213751523023, 0.128, NS
6, 1, 1136.969045, -183.1253443525862, 0.226, NS
15, 32, 582.763194, -636.8993300290794, 0.017, LH
31, 11, 1091.099043, 490.663681534656, 0.07, NS
2, 25, 873.3702286, 1.02472680950604, 0.99, NS
24, 12, 1476.637257, 955.269329317132, 0.0, HH
19, 25, 1300.447529, 1052.1823075301984, 0.005, HH
37, 34, 920.1408242, 31.234088068462963, 0.797, NS
16, 7, 1006.407237, 121.49329885378157, 0.415, NS
11, 32, 1029.390016, 264.3441623095567, 0.136, NS
21, 34, 1167.20101, 404.5694025215266, 0.133, NS
34, 33, 996.43075, 76.29518289188688, 0.507, NS
15, 8, 657.155915, -53.17462759590424, 0.642, NS
18, 22, 972.2265315, -20.191537203508375, 0.805, NS
24, 22, 655.8536103, -349.85238553006525, 0.083, NS
1, 4, 1195.402226, 239.83448119823703, 0.266, NS
36, 33, 1052.457545, 93.05642637291102, 0.471, NS
30, 25, 963.4892609, 48.74935057559364, 0.704, NS
23, 19, 851.723944, -158.05099079580071, 0.378, NS
19, 13, 856.3271438, -18.260530539745467, 0.808, NS
37, 13, 976.4256847, 82.26920835655946, 0.56, NS
5, 29, 914.1590822, 6.598640694358715, 0.931, NS
29, 32, 1035.377495, 349.5695903753399, 0.156, NS
5, 3, 893.846397, -14.62140017659658, 0.868, NS
8, 19, 995.3232639, 238.85841095596197, 0.3, NS
33, 28, 981.6440246, 146.9760953099072, 0.36, NS
26, 20, 1089.961494, -211.7465463540046, 0.284, NS
19, 36, 681.0598579, -766.4582108472582, 0.021, LH
19, 5, 692.142248, -562.9795109550602, 0.065, NS
19, 14, 936.5660301, -1.1561292900515552, 0.976, NS
9, 28, 1014.997269, 233.40993668889058, 0.194, NS
29, 11, 1199.432555, 43.31500053379857, 0.693, NS
8, 23, 1042.084552, 343.59742640661193, 0.218, NS
37, 36, 688.763089, -294.42680598744374, 0.283, NS
25, 30, 1072.909544, 430.02449489652315, 0.148, NS
11, 13, 1176.6213, 57.25235407271735, 0.562, NS
33, 30, 1013.220009, 203.74266387896705, 0.326, NS
10, 34, 1067.819795, 480.12459989989634, 0.062, NS
21, 33, 660.6336724, -192.5153564931657, 0.337, NS
13, 31, 882.7388409, -68.89986733191927, 0.553, NS
32, 25, 797.1370037, -226.5272595379803, 0.275, NS
9, 27, 1149.903432, 530.1150179108478, 0.026, HH
37, 33, 749.621861, -153.3425483125239, 0.422, NS
36, 16, 1086.701306, 112.81915729036965, 0.386, NS
29, 12, 1068.263626, 108.26993095254649, 0.471, NS
5, 9, 1139.829778, 453.95739174222365, 0.095, NS
35, 23, 863.6737025, 14.7282920976396, 0.891, NS
36, 2, 1042.535617, -53.078103296036986, 0.576, NS
12, 31, 858.823595, -94.56954668600457, 0.449, NS
5, 28, 755.7149065, -260.34474804096544, 0.231, NS
11, 11, 884.7839425, -35.92229964840349, 0.674, NS
14, 31, 1252.785132, 827.7570742098119, 0.001, HH
16, 10, 845.0695451, -72.64749658485223, 0.564, NS
32, 7, 1202.300616, 795.368205194508, 0.005, HH
7, 23, 1272.997686, 837.1194774227982, 0.02, HH
14, 19, 832.6538671, -123.43178097966589, 0.411, NS
19, 33, 1163.946907, 423.9734951062661, 0.082, NS
12, 26, 998.8726221, 165.4705963412769, 0.322, NS
21, 2, 697.9267437, 324.21073727962266, 0.131, NS
36, 1, 897.715202, 12.970949371097134, 0.861, NS
26, 37, 1357.431284, -1130.1319989613432, 0.001, HH
9, 35, 750.3832995, -298.91679374978025, 0.168, NS
34, 25, 1185.10638, 543.8111861837988, 0.064, NS
31, 20, 961.6003168, 65.89230159569675, 0.637, NS
21, 3, 674.1320623, 123.2171367277681, 0.467, NS
2, 31, 930.0056773, 35.618108231469975, 0.712, NS
4, 34, 898.3822962, -32.04059289264308, 0.812, NS
23, 2, 606.3544819, -504.93946494033514, 0.051, NS
10, 11, 1120.444636, -155.41565896341882, 0.279, NS
27, 3, 723.9157864, -252.15494848386064, 0.206, NS
35, 18, 1202.971011, 359.40107023755564, 0.124, NS
12, 14, 1123.003039, 426.1715226930535, 0.057, NS
31, 7, 921.6501388, 25.74327181269783, 0.783, NS
